,IdSell,SellerG,Date,Price,Method,Type,Rooms,Distance,Bathroom,Bedroom2,Car,Landsize,BuildingArea,YearBuilt
3128,0855660,Marshall,6/08/2016,500000.0,VB,u,2,4.6,1.0,2.0,1.0,0.0,,2007.0
3129,0525888,Marshall,7/05/2016,753000.0,S,u,2,4.6,1.0,2.0,2.0,0.0,88.0,1960.0
3130,0795701,RT,7/05/2016,330000.0,PI,u,1,4.6,1.0,1.0,1.0,0.0,52.0,1970.0
3131,0786322,Marshall,7/05/2016,1420000.0,S,h,3,4.6,1.0,3.0,0.0,218.0,108.0,1890.0
3132,0200421,Jellis,7/11/2016,956000.0,S,u,3,4.6,2.0,3.0,2.0,189.0,,
3133,0552544,Dingle,7/11/2016,418000.0,S,u,2,4.6,1.0,2.0,0.0,1056.0,,
3134,0128950,Fletchers,7/11/2016,495000.0,S,u,2,4.6,1.0,2.0,1.0,0.0,60.0,2014.0
3135,0815462,Biggin,7/11/2016,525000.0,S,u,2,4.6,1.0,2.0,1.0,0.0,,
3136,0251808,Woodards,7/11/2016,292000.0,S,u,1,4.6,1.0,1.0,0.0,0.0,56.0,1966.0
3137,0160649,Nelson,7/11/2016,430000.0,S,u,2,4.6,1.0,2.0,1.0,1997.0,,
3138,0408028,Jellis,8/10/2016,365000.0,PI,u,1,4.6,1.0,1.0,1.0,0.0,,1975.0
3139,0250135,hockingstuart,8/10/2016,580000.0,S,u,2,4.6,1.0,2.0,1.0,1089.0,76.0,2003.0
3140,0638438,Marshall,8/10/2016,1300000.0,S,h,3,4.6,2.0,3.0,1.0,341.0,155.0,1938.0
3141,0351269,Nelson,8/10/2016,1300000.0,S,h,3,4.6,1.0,3.0,0.0,232.0,90.0,1900.0
3142,0882127,hockingstuart,8/10/2016,575000.0,S,u,2,4.6,2.0,2.0,1.0,0.0,,
3143,0967527,Jellis,10/09/2016,335000.0,VB,u,1,4.6,1.0,1.0,1.0,3132.0,,
3144,0750471,Jellis,10/09/2016,440000.0,SP,u,2,4.6,1.0,2.0,1.0,0.0,52.0,1970.0
3145,0876860,Kay,10/09/2016,1000000.0,PI,u,3,4.6,3.0,3.0,2.0,0.0,145.0,1999.0
3146,0839315,Marshall,10/09/2016,2610000.0,S,h,4,4.6,2.0,4.0,7.0,0.0,,
3147,0169086,Marshall,10/09/2016,1741000.0,S,h,3,4.6,1.0,3.0,1.0,383.0,109.0,1910.0
3148,0706703,Jellis,10/09/2016,2325000.0,S,h,3,4.6,2.0,3.0,1.0,373.0,,
3149,0440099,Jellis,10/12/2016,545000.0,S,u,2,4.6,1.0,2.0,1.0,0.0,,2004.0
3150,0716686,hockingstuart,10/12/2016,655000.0,S,u,2,4.6,1.0,2.0,1.0,0.0,78.0,1960.0
3151,0666575,Jellis,10/12/2016,2920000.0,S,h,2,4.6,1.0,2.0,3.0,791.0,,1928.0
3152,0199188,Marshall,10/12/2016,488000.0,S,u,1,4.6,1.0,1.0,1.0,0.0,57.0,2004.0
3153,0809334,Marshall,10/12/2016,1510000.0,S,h,3,4.6,2.0,3.0,2.0,264.0,,1970.0
3154,0765637,Collins,11/03/2017,450000.0,S,u,1,4.6,1.0,1.0,1.0,0.0,,
3155,0757654,Jellis,12/06/2016,2065000.0,S,h,3,4.6,1.0,3.0,1.0,351.0,150.0,1910.0
3156,0786206,Noel,12/11/2016,350000.0,VB,u,1,4.6,1.0,1.0,1.0,0.0,51.0,1960.0
3157,0654377,Jellis,12/11/2016,645000.0,S,u,2,4.6,1.0,2.0,1.0,0.0,,
3158,0602846,Jellis,12/11/2016,1400000.0,S,t,3,4.6,2.0,3.0,2.0,299.0,,1960.0
3159,0974533,Marshall,12/11/2016,1712000.0,S,h,3,4.6,1.0,3.0,1.0,342.0,130.0,1900.0
3160,0780344,CASTRAN,13/08/2016,520000.0,PI,u,2,4.6,1.0,2.0,1.0,0.0,,
3161,0881977,Jellis,13/08/2016,480000.0,VB,u,1,4.6,1.0,1.0,1.0,0.0,50.0,1940.0
3162,0866833,Jellis,13/08/2016,630000.0,S,u,2,4.6,1.0,2.0,1.0,71.0,,
3163,0199154,Jellis,13/08/2016,3225000.0,S,h,4,4.6,2.0,4.0,2.0,665.0,220.0,1890.0
3164,0770339,Jellis,14/05/2016,517000.0,S,u,2,4.6,1.0,2.0,1.0,0.0,,
3165,0176525,Marshall,15/10/2016,320000.0,VB,u,1,4.6,1.0,1.0,1.0,0.0,,
3166,0301282,Jellis,15/10/2016,1828500.0,S,h,2,4.6,1.0,2.0,0.0,243.0,,1885.0
3167,0471951,Biggin,15/10/2016,400000.0,PI,u,1,4.6,1.0,1.0,1.0,0.0,41.0,1950.0
3168,0501912,Kay,15/10/2016,1650000.0,VB,u,4,4.6,2.0,4.0,3.0,207.0,180.0,2002.0
3169,0345729,Jellis,16/04/2016,3950000.0,S,h,5,4.6,2.0,4.0,3.0,1236.0,340.0,1890.0
3170,0248258,Jellis,16/07/2016,587500.0,S,u,2,4.6,1.0,2.0,1.0,1099.0,72.0,1965.0
3171,0541236,hockingstuart,16/07/2016,560000.0,S,u,2,4.6,1.0,2.0,1.0,0.0,70.0,2013.0
3172,0649345,Kay,17/09/2016,1936000.0,S,h,4,4.6,2.0,4.0,1.0,218.0,173.0,1890.0
3173,0874335,Marshall,17/09/2016,4250000.0,PI,h,5,4.6,4.0,5.0,3.0,1275.0,435.0,1930.0
3174,0046885,Marshall,17/09/2016,3500000.0,VB,h,5,4.6,1.0,5.0,3.0,740.0,5.0,
3175,0696753,Kay,17/09/2016,487500.0,S,u,2,4.6,1.0,2.0,1.0,0.0,,
3176,0230933,Jellis,18/03/2017,630000.0,S,u,3,4.6,1.0,3.0,1.0,0.0,75.0,1970.0
3177,0211809,Jellis,18/03/2017,1560000.0,PI,h,3,4.6,2.0,3.0,0.0,198.0,148.0,1910.0
3178,0425517,Morrison,18/03/2017,2265000.0,S,h,2,4.6,1.0,2.0,1.0,460.0,,
3179,0243883,hockingstuart,18/03/2017,840000.0,VB,u,3,4.6,2.0,3.0,2.0,0.0,88.0,2014.0
3180,0248038,Jellis,18/03/2017,1780000.0,SP,h,3,4.6,3.0,3.0,2.0,88.0,178.0,2011.0
3181,0760033,Jellis,18/03/2017,605000.0,S,u,2,4.6,1.0,2.0,1.0,0.0,,
3182,0128454,Jellis,18/06/2016,535000.0,S,u,2,4.6,1.0,2.0,1.0,1228.0,,1970.0
3183,0494588,Jellis,18/06/2016,815000.0,PI,u,2,4.6,1.0,2.0,1.0,0.0,93.0,1940.0
3184,0275913,hockingstuart,18/06/2016,1975000.0,VB,u,3,4.6,2.0,3.0,1.0,0.0,196.0,2010.0
3185,0640036,Jellis,18/06/2016,445000.0,PI,u,2,4.6,1.0,2.0,1.0,0.0,,1960.0
3186,0337032,Marshall,19/11/2016,663000.0,S,u,2,4.6,1.0,2.0,1.0,0.0,,
3187,0501010,Jellis,19/11/2016,657500.0,S,u,2,4.6,1.0,2.0,1.0,728.0,73.0,1965.0
3188,0092513,Kay,19/11/2016,5050000.0,VB,h,4,4.6,4.0,4.0,2.0,905.0,373.0,1913.0
3189,0676561,Biggin,19/11/2016,445000.0,S,u,1,4.6,1.0,1.0,1.0,0.0,52.0,1970.0
3190,0199289,Jellis,19/11/2016,750000.0,VB,u,2,4.6,1.0,2.0,1.0,747.0,,2007.0
3191,0066100,Jellis,19/11/2016,1180000.0,S,h,3,4.6,1.0,3.0,3.0,218.0,92.0,1900.0
3192,0861457,hockingstuart,22/05/2016,470000.0,VB,u,2,4.6,1.0,2.0,1.0,0.0,70.0,1970.0
3193,0934110,LITTLE,22/05/2016,485000.0,VB,u,2,4.6,1.0,2.0,1.0,0.0,76.0,2005.0
3194,0870262,Biggin,22/05/2016,290000.0,S,u,1,4.6,1.0,1.0,1.0,1568.0,,
3195,0007450,Noel,22/08/2016,1800000.0,SP,h,4,4.6,2.0,3.0,4.0,601.0,158.0,1940.0
3196,0637627,Kay,22/08/2016,805000.0,S,u,2,4.6,1.0,2.0,1.0,0.0,,1970.0
3197,0254481,Marshall,22/08/2016,1855000.0,S,h,3,4.6,1.0,3.0,1.0,304.0,125.0,1900.0
3198,0477383,Jellis,22/08/2016,1377000.0,S,h,3,4.6,1.0,3.0,2.0,314.0,,1890.0
3199,0396066,Jellis,23/04/2016,665000.0,S,u,2,4.6,1.0,2.0,3.0,0.0,70.0,1965.0
3200,0198807,RT,24/09/2016,751000.0,S,u,2,4.6,1.0,2.0,1.0,711.0,,
3201,0643526,Jellis,24/09/2016,1551000.0,S,h,3,4.6,1.0,3.0,1.0,199.0,103.0,1890.0
3202,0962801,Woodards,24/09/2016,415000.0,S,u,1,4.6,1.0,1.0,1.0,0.0,,
3203,0676323,Jellis,24/09/2016,743000.0,S,u,2,4.6,1.0,2.0,2.0,0.0,,
3204,0148009,LITTLE,25/02/2017,1535000.0,S,h,2,4.6,1.0,2.0,0.0,243.0,,
3205,0086442,Marshall,25/02/2017,612500.0,S,u,2,4.6,1.0,2.0,1.0,859.0,71.0,1960.0
3206,0363704,Jellis,25/02/2017,2410000.0,S,h,3,4.6,2.0,3.0,0.0,249.0,171.0,1890.0
3207,0187642,Jellis,25/02/2017,690000.0,S,u,2,4.6,1.0,2.0,1.0,82.0,,
3208,0986677,Jellis,26/07/2016,695000.0,S,u,2,4.6,1.0,2.0,1.0,3194.0,,
3209,0300174,Marshall,27/11/2016,715000.0,S,u,2,4.6,1.0,2.0,1.0,0.0,82.0,2001.0
3210,0141061,Jellis,27/11/2016,2375000.0,VB,h,3,4.6,2.0,3.0,2.0,472.0,,
3211,0225031,Jellis,27/11/2016,1980000.0,S,h,3,4.6,2.0,3.0,1.0,151.0,,
3212,0845965,Jellis,27/11/2016,1055000.0,S,t,2,4.6,2.0,2.0,1.0,191.0,151.0,1975.0
3213,0702347,RT,27/11/2016,1976000.0,S,h,4,4.6,2.0,4.0,2.0,410.0,275.0,1890.0
3214,0656039,Kay,28/05/2016,382000.0,SP,u,1,4.6,1.0,1.0,1.0,0.0,,
3215,0413247,Kay,28/05/2016,499000.0,S,u,1,4.6,1.0,1.0,1.0,0.0,56.0,1960.0
3216,0587760,Kay,28/05/2016,495000.0,S,u,2,4.6,1.0,2.0,1.0,0.0,85.0,1970.0
3217,0282310,Marshall,28/05/2016,3750000.0,PI,h,5,4.6,3.0,5.0,2.0,827.0,344.0,1920.0
3218,0904657,Jellis,28/08/2016,1400000.0,PI,h,3,4.6,2.0,3.0,1.0,164.0,126.0,1890.0
3219,0270600,Wood,28/08/2016,370000.0,PI,u,1,4.6,1.0,1.0,1.0,0.0,44.0,2014.0
3220,0922251,Jellis,28/08/2016,627500.0,S,u,2,4.6,2.0,2.0,2.0,0.0,89.0,2000.0
3221,0717651,Jellis,28/08/2016,710000.0,S,u,2,4.6,2.0,2.0,1.0,0.0,,
3222,0414528,Marshall,28/08/2016,485000.0,S,u,1,4.6,1.0,2.0,1.0,0.0,,
3223,0109334,Jellis,28/08/2016,310000.0,VB,u,1,4.6,1.0,1.0,1.0,0.0,,
3224,0056119,Jellis,28/08/2016,3120000.0,S,h,3,4.6,1.0,2.0,4.0,677.0,,
3225,0608361,Jellis,30/07/2016,450000.0,VB,u,2,4.6,1.0,2.0,1.0,0.0,,1970.0
3226,0467889,Noel,30/07/2016,2160000.0,S,h,3,4.6,2.0,3.0,2.0,387.0,,1910.0
3227,0089838,Fletchers,3/09/2016,815000.0,SP,h,2,10.5,1.0,2.0,2.0,589.0,120.0,1930.0
3228,0359787,Barry,4/03/2017,720000.0,S,h,3,10.5,1.0,3.0,0.0,505.0,,
3229,0970808,Miles,4/03/2017,1370000.0,S,h,4,10.5,2.0,4.0,4.0,481.0,,
3230,0567934,Jellis,4/03/2017,757000.0,S,h,2,10.5,2.0,2.0,2.0,275.0,,
3231,0801769,Nelson,4/06/2016,740600.0,S,h,3,10.5,2.0,3.0,2.0,337.0,,
3232,0580117,Miles,4/06/2016,580000.0,VB,h,3,10.5,1.0,2.0,1.0,577.0,,
3233,0242780,Miles,6/08/2016,565000.0,S,t,2,10.5,2.0,2.0,1.0,201.0,107.0,2007.0
3234,0801928,Miles,6/08/2016,1587500.0,S,h,5,10.5,5.0,4.0,2.0,599.0,,2013.0
3235,0465615,hockingstuart,10/09/2016,758500.0,S,h,4,10.5,2.0,2.0,3.0,510.0,,
3236,0373347,Love,10/12/2016,994000.0,S,h,3,10.5,2.0,3.0,2.0,807.0,192.0,1950.0
3237,0389907,Barry,10/12/2016,725000.0,SP,h,3,10.5,2.0,3.0,1.0,665.0,,
3238,0580823,Haughton,10/12/2016,725000.0,S,h,2,10.5,1.0,2.0,3.0,577.0,,1955.0
3239,0825356,Barry,10/12/2016,743000.0,S,h,3,10.5,1.0,3.0,0.0,673.0,,1950.0
3240,0367108,Barry,10/12/2016,785000.0,S,h,3,10.5,1.0,3.0,0.0,592.0,130.0,1950.0
3241,0740464,Miles,10/12/2016,620000.0,VB,t,3,10.5,2.0,3.0,2.0,215.0,118.0,2005.0
3242,0413028,hockingstuart,10/12/2016,700000.0,VB,h,2,10.5,2.0,3.0,1.0,608.0,,
3243,0172036,Nelson,11/02/2017,706750.0,S,t,3,10.5,2.0,3.0,2.0,250.0,125.0,2012.0
3244,0064068,Ray,12/06/2016,584000.0,S,h,2,10.5,1.0,2.0,1.0,428.0,84.0,1950.0
3245,0415579,William,12/11/2016,909000.0,S,h,3,10.5,2.0,3.0,2.0,585.0,134.0,1960.0
3246,0478407,Miles,12/11/2016,1086000.0,S,h,4,10.5,2.0,4.0,2.0,724.0,161.0,1960.0
3247,0126188,Fletchers,12/11/2016,680000.0,S,h,2,10.5,1.0,2.0,1.0,605.0,78.0,1950.0
3248,0286761,Miles,12/11/2016,440000.0,VB,u,2,10.5,1.0,2.0,2.0,281.0,,1970.0
3249,0630580,Haughton,16/04/2016,650000.0,S,h,2,10.5,1.0,2.0,3.0,620.0,85.0,1950.0
3250,0081290,hockingstuart,16/04/2016,890000.0,S,h,5,10.5,2.0,5.0,2.0,596.0,172.0,1972.0
3251,0599143,Miles,16/04/2016,650000.0,S,h,3,10.5,1.0,3.0,2.0,582.0,90.0,1955.0
3252,0848582,Miles,17/09/2016,659500.0,SP,h,3,10.5,1.0,3.0,1.0,608.0,,
3253,0905047,Haughton,19/11/2016,725000.0,S,h,3,10.5,1.0,3.0,2.0,580.0,,
3254,0027639,Harcourts,19/11/2016,605000.0,S,u,2,10.5,1.0,2.0,1.0,166.0,87.0,2008.0
3255,0626973,Miles,19/11/2016,770000.0,VB,h,8,10.5,4.0,8.0,4.0,638.0,115.0,1960.0
3256,0966494,Miles,19/11/2016,950000.0,S,h,3,10.5,1.0,3.0,2.0,800.0,118.0,1960.0
3257,0080288,Miles,22/08/2016,856000.0,S,h,4,10.5,1.0,4.0,2.0,722.0,208.0,1975.0
3258,0050226,Fletchers,22/08/2016,600000.0,VB,h,3,10.5,2.0,3.0,2.0,251.0,200.0,2012.0
3259,0918898,Miles,23/04/2016,450000.0,SP,u,2,10.5,1.0,2.0,1.0,0.0,82.0,
3260,0268127,Miles,25/02/2017,1060000.0,S,h,2,10.5,1.0,2.0,0.0,837.0,,
3261,0218425,Barry,25/02/2017,850000.0,S,h,3,10.5,1.0,3.0,1.0,590.0,,
3262,0210175,Barry,25/02/2017,510000.0,SP,h,2,10.5,1.0,2.0,2.0,244.0,,
3263,0309602,Miles,25/02/2017,1100000.0,SP,h,3,10.5,1.0,3.0,0.0,613.0,,1925.0
3264,0040616,Miles,25/02/2017,915000.0,S,h,3,10.5,1.0,3.0,1.0,748.0,101.0,1950.0
3265,0659379,hockingstuart,26/07/2016,400000.0,PI,u,2,10.5,1.0,2.0,1.0,127.0,83.0,1970.0
3266,0419669,Barry,27/06/2016,526000.0,S,h,2,10.5,1.0,2.0,1.0,310.0,,1994.0
3267,0563642,Haughton,27/11/2016,570000.0,S,h,2,10.5,1.0,2.0,3.0,428.0,,
3268,0978991,Purplebricks,27/11/2016,550000.0,VB,h,3,10.5,1.0,3.0,1.0,420.0,90.0,1960.0
3269,0825690,Fletchers,27/11/2016,510000.0,SP,h,2,10.5,1.0,2.0,1.0,174.0,,
3270,0657747,Miles,28/05/2016,590000.0,S,h,2,10.5,1.0,2.0,2.0,586.0,80.0,1955.0
3271,0227051,Barry,28/05/2016,920000.0,S,h,2,10.5,1.0,2.0,3.0,932.0,97.0,1950.0
3272,0726719,Nelson,28/05/2016,460000.0,VB,h,2,10.5,1.0,2.0,2.0,508.0,79.0,1955.0
3273,0938635,Coventry,28/05/2016,662500.0,S,h,3,10.5,1.0,3.0,4.0,552.0,,
3274,0485399,Miles,30/07/2016,1000500.0,S,h,4,10.5,2.0,4.0,1.0,592.0,191.0,1950.0
3275,0638496,Barry,30/07/2016,631000.0,S,h,3,10.5,1.0,3.0,1.0,596.0,99.0,1960.0
3276,0042065,Nelson,3/09/2016,765000.0,S,h,5,9.4,2.0,3.0,2.0,415.0,,
3277,0456306,Haughton,3/09/2016,691000.0,S,h,3,9.4,1.0,2.0,2.0,624.0,86.0,1965.0
3278,0674118,William,3/12/2016,560000.0,SP,h,3,9.4,1.0,3.0,1.0,523.0,87.0,1960.0
3279,0509448,Miles,3/12/2016,735000.0,SP,h,2,9.4,1.0,2.0,3.0,602.0,,
3280,0606216,Barry,4/03/2017,830000.0,S,h,3,9.4,2.0,3.0,0.0,643.0,,
3281,0364690,Barry,4/06/2016,330000.0,S,h,3,9.4,1.0,3.0,1.0,468.0,,
3282,0986079,Nelson,6/08/2016,405000.0,S,h,1,9.4,1.0,1.0,2.0,374.0,,
3283,0267776,Miles,7/05/2016,370000.0,VB,t,2,9.4,1.0,2.0,1.0,100.0,90.0,2013.0
3284,0481099,Miles,7/11/2016,532000.0,S,h,3,9.4,1.0,3.0,1.0,390.0,86.0,1955.0
3285,0784712,Barry,7/11/2016,740000.0,S,h,3,9.4,2.0,3.0,1.0,627.0,,1960.0
3286,0666647,Nelson,8/10/2016,686000.0,S,h,2,9.4,1.0,2.0,2.0,650.0,,
3287,0997741,Nelson,8/10/2016,501500.0,S,h,2,9.4,1.0,2.0,2.0,538.0,,
3288,0915713,Nelson,8/10/2016,525500.0,S,h,3,9.4,1.0,3.0,1.0,605.0,,
3289,0141803,Miles,10/12/2016,525000.0,S,h,3,9.4,1.0,3.0,2.0,192.0,,1970.0
3290,0671604,William,10/12/2016,710000.0,S,h,3,9.4,1.0,3.0,1.0,594.0,107.0,
3291,0653123,Barry,11/02/2017,808000.0,S,h,3,9.4,1.0,3.0,0.0,649.0,,
3292,0497687,Barry,11/02/2017,652000.0,S,h,3,9.4,1.0,3.0,0.0,589.0,,
3293,0328534,Barry,12/11/2016,515500.0,S,h,2,9.4,1.0,2.0,1.0,331.0,111.0,1960.0
3294,0168819,Haughton,12/11/2016,800000.0,S,h,3,9.4,1.0,3.0,3.0,633.0,88.0,1950.0
3295,0422154,Haughton,14/05/2016,450000.0,S,h,2,9.4,1.0,2.0,2.0,418.0,,1960.0
3296,0340421,Haughton,14/05/2016,605000.0,PI,h,3,9.4,2.0,1.0,4.0,0.0,,
3297,0012027,Ray,16/04/2016,620000.0,PI,h,2,9.4,1.0,2.0,2.0,668.0,88.0,1950.0
3298,0996344,Miles,16/04/2016,497500.0,SP,h,2,9.4,1.0,2.0,2.0,708.0,,
3299,0130161,Miles,16/04/2016,360000.0,SP,u,2,9.4,1.0,2.0,1.0,89.0,85.0,1970.0
3300,0559057,hockingstuart,16/07/2016,440500.0,S,h,2,9.4,1.0,2.0,1.0,368.0,81.0,1955.0
3301,0953733,Miles,17/09/2016,758000.0,S,h,4,9.4,1.0,4.0,1.0,632.0,152.0,1955.0
3302,0187449,Ray,17/09/2016,690500.0,S,h,3,9.4,1.0,3.0,2.0,605.0,,
3303,0230450,Barry,18/03/2017,752000.0,S,h,2,9.4,1.0,2.0,0.0,627.0,,
3304,0838049,Barry,18/03/2017,777000.0,S,h,2,9.4,1.0,2.0,0.0,649.0,,
3305,0319775,C21,18/03/2017,680000.0,PI,h,2,9.4,1.0,2.0,1.0,591.0,,
3306,0857137,Ray,18/06/2016,480000.0,PI,h,3,9.4,1.0,3.0,1.0,338.0,13.0,1980.0
3307,0012835,Barry,19/11/2016,715000.0,S,h,4,9.4,2.0,4.0,2.0,521.0,196.0,1990.0
3308,0458593,Nelson,22/05/2016,520000.0,VB,h,2,9.4,1.0,2.0,2.0,594.0,,
3309,0600997,Ray,22/05/2016,646250.0,S,h,3,9.4,1.0,3.0,2.0,616.0,18.0,1965.0
3310,0973732,Ray,23/04/2016,1375000.0,PI,h,3,9.4,1.0,3.0,1.0,368.0,106.0,1960.0
3311,0946568,Miles,25/02/2017,722000.0,S,h,3,9.4,1.0,3.0,2.0,593.0,99.0,1950.0
3312,0164613,Haughton,25/02/2017,715000.0,S,h,2,9.4,1.0,2.0,3.0,609.0,,
3313,0308328,Barry,26/07/2016,636000.0,S,h,1,9.4,1.0,1.0,1.0,588.0,,
3314,0772465,Nelson,27/06/2016,590000.0,S,h,2,9.4,1.0,2.0,2.0,586.0,,
3315,0248365,Fletchers,27/11/2016,820000.0,S,h,4,9.4,2.0,4.0,2.0,608.0,,
3316,0620832,Haughton,27/11/2016,725000.0,S,h,2,9.4,1.0,2.0,3.0,632.0,77.0,1960.0
3317,0524129,Miles,27/11/2016,705000.0,S,h,2,9.4,1.0,2.0,1.0,583.0,,
3318,0676171,Haughton,27/11/2016,710000.0,S,h,3,9.4,2.0,3.0,4.0,1.0,,
3319,0243514,Ray,28/05/2016,415000.0,SP,h,2,9.4,1.0,2.0,1.0,422.0,,
3320,0859293,Barry,28/05/2016,392000.0,S,h,3,9.4,1.0,3.0,2.0,372.0,,
3321,0435694,Nelson,28/05/2016,961000.0,S,h,3,9.4,1.0,3.0,2.0,1179.0,,
3322,0646576,Nelson,28/05/2016,507000.0,PI,h,3,9.4,1.0,3.0,1.0,536.0,,
3323,0814573,Ray,28/08/2016,465000.0,S,h,3,9.4,1.0,2.0,1.0,413.0,85.0,1960.0
3324,0565738,Ray,28/08/2016,675000.0,SP,h,3,9.4,1.0,3.0,2.0,665.0,,
3325,0092629,Woodards,3/09/2016,1550000.0,S,h,2,13.0,1.0,2.0,1.0,732.0,97.0,1950.0
3326,0306468,Ray,3/09/2016,516000.0,S,u,2,13.0,1.0,2.0,1.0,0.0,76.0,1970.0
3327,0690058,Ray,3/12/2016,1340000.0,S,h,3,13.0,1.0,3.0,1.0,705.0,128.0,1920.0
3328,0447246,Ray,4/03/2017,855000.0,S,u,3,13.0,1.0,3.0,2.0,0.0,,
3329,0333407,Ray,6/08/2016,1316000.0,S,h,3,13.0,1.0,2.0,2.0,715.0,126.0,1949.0
3330,0424971,Ray,7/05/2016,828000.0,S,t,3,13.0,2.0,3.0,1.0,206.0,118.0,2002.0
3331,0930177,Woodards,8/10/2016,1055000.0,S,h,3,13.0,1.0,3.0,1.0,562.0,97.0,1930.0
3332,0548058,Ray,10/09/2016,623000.0,S,u,2,13.0,1.0,2.0,1.0,101.0,90.0,1970.0
3333,0733548,Woodards,10/09/2016,2120000.0,S,h,4,13.0,2.0,4.0,2.0,847.0,315.0,1925.0
3334,0923268,Woodards,10/12/2016,1745000.0,S,h,4,13.0,2.0,4.0,1.0,547.0,185.0,1925.0
3335,0565230,Ray,12/11/2016,1700000.0,S,h,4,13.0,2.0,4.0,2.0,545.0,180.0,1940.0
3336,0427041,Woodards,12/11/2016,420000.0,VB,u,2,13.0,1.0,2.0,1.0,0.0,70.0,2010.0
3337,0151588,Gary,12/11/2016,375500.0,S,u,2,13.0,1.0,2.0,1.0,0.0,,1970.0
3338,0366351,Buxton,12/11/2016,1350000.0,S,h,3,13.0,1.0,3.0,2.0,698.0,,
3339,0545774,Ray,13/08/2016,900000.0,S,h,4,13.0,1.0,1.0,1.0,369.0,,
3340,0693981,Woodards,15/10/2016,1262000.0,S,h,2,13.0,1.0,2.0,1.0,546.0,,
3341,0267863,Ray,15/10/2016,1337000.0,S,h,4,13.0,1.0,4.0,2.0,696.0,100.0,1930.0
3342,0957459,Fletchers,16/04/2016,455000.0,S,u,2,13.0,1.0,2.0,2.0,0.0,60.0,1960.0
3343,0983073,Ray,17/09/2016,400000.0,PI,u,2,13.0,1.0,2.0,1.0,100.0,88.0,1975.0
3344,0530496,Ray,18/06/2016,648000.0,S,u,2,13.0,1.0,2.0,1.0,0.0,,
3345,0887004,Ray,22/08/2016,1210000.0,S,h,3,13.0,1.0,3.0,2.0,730.0,122.0,1940.0
3346,0387657,Buxton,26/07/2016,1167500.0,S,h,4,13.0,2.0,3.0,1.0,678.0,184.0,1950.0
3347,0734644,Buxton,26/07/2016,900000.0,S,t,3,13.0,2.0,3.0,1.0,360.0,154.0,1975.0
3348,0399380,Woodards,28/08/2016,1322000.0,S,h,4,13.0,2.0,3.0,4.0,738.0,,
3349,0026468,hockingstuart,30/07/2016,677500.0,PI,h,2,13.0,1.0,2.0,4.0,575.0,83.0,1950.0
3350,0127871,Miles,3/09/2016,480000.0,VB,u,2,7.9,1.0,2.0,1.0,0.0,,
3351,0598451,Miles,3/12/2016,430000.0,VB,u,2,7.9,1.0,2.0,1.0,0.0,,1970.0
3352,0337106,Miles,3/12/2016,460000.0,SP,u,1,7.9,1.0,1.0,0.0,75.0,,1970.0
3353,0492398,Nelson,3/12/2016,1601000.0,S,h,4,7.9,3.0,4.0,2.0,610.0,,
3354,0717819,Miles,4/03/2017,2265000.0,S,h,4,7.9,2.0,4.0,2.0,925.0,208.0,1925.0
3355,0952460,Miles,4/03/2017,1680000.0,VB,h,3,7.9,2.0,3.0,2.0,665.0,,
3356,0057427,Miles,4/03/2017,440000.0,SP,u,2,7.9,1.0,2.0,0.0,0.0,,1960.0
3357,0310415,Nelson,4/03/2017,2350000.0,S,h,4,7.9,2.0,4.0,2.0,638.0,,
3358,0074343,Miles,4/03/2017,962000.0,S,t,3,7.9,2.0,3.0,1.0,108.0,,
3359,0759330,Nelson,4/06/2016,981000.0,S,h,3,7.9,3.0,5.0,2.0,626.0,378.0,2016.0
3360,0523980,Jellis,4/06/2016,2400000.0,S,h,4,7.9,2.0,0.0,2.0,1252.0,201.0,1920.0
3361,0765164,Nelson,4/06/2016,890000.0,S,t,3,7.9,2.0,3.0,2.0,249.0,140.0,2005.0
3362,0238416,Miles,7/05/2016,490000.0,S,u,2,7.9,1.0,2.0,1.0,0.0,,1960.0
3363,0389141,Miles,7/05/2016,739000.0,S,u,2,7.9,1.0,2.0,1.0,648.0,91.0,1965.0
3364,0953091,Miles,7/05/2016,1340000.0,S,h,3,7.9,1.0,2.0,1.0,571.0,,
3365,0438363,Miles,7/11/2016,785000.0,S,h,3,7.9,2.0,3.0,0.0,399.0,110.0,1950.0
3366,0553537,Nelson,7/11/2016,1155000.0,S,h,3,7.9,1.0,3.0,2.0,537.0,170.0,1945.0
3367,0986681,Nelson,7/11/2016,1300000.0,S,h,4,7.9,1.0,4.0,1.0,586.0,,
3368,0768274,Buckingham,10/09/2016,1020000.0,S,h,2,7.9,1.0,2.0,1.0,557.0,78.0,1955.0
3369,0231062,Miles,10/09/2016,1796000.0,S,h,3,7.9,1.0,3.0,1.0,614.0,,
3370,0303482,Haughton,10/09/2016,790000.0,S,h,2,7.9,1.0,2.0,1.0,221.0,,
3371,0850150,William,10/09/2016,1465000.0,S,h,3,7.9,1.0,3.0,2.0,630.0,126.0,1960.0
3372,0801284,Woodards,10/12/2016,855000.0,S,t,3,7.9,2.0,3.0,2.0,0.0,130.0,1980.0
3373,0108007,Miles,10/12/2016,705000.0,S,u,2,7.9,1.0,2.0,1.0,94.0,,
3374,0424477,Barry,10/12/2016,504000.0,S,u,2,7.9,1.0,2.0,1.0,0.0,,
