,IdSell,SellerG,Date,Price,Method,Type,Rooms,Bathroom,Bedroom2,Car,Landsize,BuildingArea,YearBuilt
1765,0804332,Ray,19/11/2016,907000.0,S,h,2,1.0,2.0,2.0,316.0,2.0,
1766,0047500,hockingstuart,19/11/2016,350000.0,S,u,1,1.0,1.0,1.0,0.0,53.0,1980.0
1767,0701686,Ray,22/05/2016,1430000.0,S,h,3,2.0,3.0,2.0,603.0,166.0,1945.0
1768,0184559,Thomson,22/08/2016,983500.0,S,u,2,1.0,2.0,1.0,333.0,,
1769,0600470,Gary,22/08/2016,1490000.0,S,h,3,2.0,3.0,1.0,371.0,167.0,1915.0
1770,0636838,Ray,22/08/2016,572000.0,S,u,2,2.0,2.0,1.0,0.0,,2014.0
1771,0282926,Ray,23/04/2016,990000.0,S,h,3,2.0,3.0,2.0,0.0,,
1772,0482018,hockingstuart,23/04/2016,1100000.0,S,t,4,3.0,4.0,2.0,305.0,,1996.0
1773,0431270,Ray,23/04/2016,1125000.0,PI,h,3,1.0,3.0,1.0,604.0,120.0,1925.0
1774,0106480,Noel,25/02/2017,601000.0,S,u,2,1.0,2.0,1.0,132.0,,1970.0
1775,0687504,Ray,25/02/2017,1410000.0,PI,h,4,3.0,4.0,3.0,650.0,,
1776,0804618,Matthew,25/02/2017,405000.0,PI,u,2,1.0,2.0,1.0,967.0,72.0,1970.0
1777,0145458,Marshall,25/02/2017,1655000.0,PI,h,4,2.0,4.0,2.0,595.0,221.0,1915.0
1778,0346678,Buxton,25/02/2017,1910000.0,S,h,3,1.0,3.0,1.0,720.0,,
1779,0435899,Gary,25/02/2017,808000.0,S,t,3,1.0,3.0,1.0,111.0,116.0,1998.0
1780,0106297,Woodards,25/02/2017,1252000.0,S,h,3,1.0,3.0,1.0,376.0,,
1781,0211064,Thomson,26/07/2016,370000.0,VB,u,2,1.0,2.0,1.0,0.0,68.0,1950.0
1782,0810847,Private/Tiernan's,26/07/2016,1880000.0,S,h,4,2.0,3.0,3.0,932.0,270.0,1970.0
1783,0575388,Woodards,26/07/2016,896000.0,S,h,2,1.0,2.0,2.0,543.0,544.0,
1784,0859086,hockingstuart,27/06/2016,1802100.0,S,h,5,2.0,4.0,2.0,366.0,,
1785,0561587,Australian,27/06/2016,585000.0,S,u,2,1.0,2.0,1.0,108.0,67.0,1970.0
1786,0791476,Anderson,27/06/2016,450000.0,S,u,2,1.0,2.0,1.0,0.0,72.0,1970.0
1787,0821364,Woodards,27/06/2016,737000.0,S,u,2,1.0,2.0,1.0,165.0,,1990.0
1788,0453827,Buxton,27/06/2016,860000.0,S,t,3,1.0,3.0,2.0,277.0,135.0,1978.0
1789,0493611,Woodards,27/11/2016,605000.0,S,u,2,1.0,2.0,1.0,0.0,70.0,1973.0
1790,0740023,hockingstuart,27/11/2016,1300000.0,S,h,2,1.0,2.0,1.0,640.0,,1900.0
1791,0315058,hockingstuart,28/05/2016,1518000.0,S,h,4,3.0,3.0,2.0,454.0,275.0,2000.0
1792,0492349,Buxton,28/05/2016,632500.0,S,u,2,1.0,2.0,1.0,99.0,98.0,1965.0
1793,0122815,Gary,28/05/2016,435000.0,S,u,2,1.0,2.0,1.0,0.0,60.0,1980.0
1794,0027899,Ray,28/08/2016,468250.0,S,u,2,1.0,2.0,1.0,912.0,75.0,2008.0
1795,0416312,Woodards,28/08/2016,1716000.0,S,h,3,2.0,2.0,1.0,817.0,130.0,1925.0
1796,0179533,hockingstuart,30/07/2016,270000.0,S,u,1,1.0,1.0,1.0,0.0,,1968.0
1797,0081933,hockingstuart,30/07/2016,365000.0,S,u,1,1.0,1.0,1.0,0.0,48.0,1960.0
1798,0196676,hockingstuart,30/07/2016,340000.0,S,u,1,1.0,1.0,1.0,0.0,,
1799,0177579,Gary,3/09/2016,722500.0,S,u,2,1.0,2.0,1.0,0.0,100.0,1960.0
1800,0003800,Gary,3/12/2016,1600000.0,SP,t,4,3.0,4.0,2.0,812.0,,
1801,0224146,Gary,3/12/2016,1665000.0,S,h,5,2.0,5.0,2.0,593.0,,
1802,0536234,hockingstuart,4/03/2017,323000.0,S,u,1,1.0,1.0,1.0,820.0,,
1803,0303048,Gary,4/03/2017,550000.0,VB,u,2,1.0,2.0,1.0,806.0,78.0,1960.0
1804,0140979,Gary,19/11/2016,638000.0,SP,u,2,2.0,2.0,1.0,0.0,,
1805,0555085,Rodney,25/02/2017,131000.0,PI,h,4,1.0,4.0,2.0,499.0,155.0,1920.0
1806,0314264,Gary,30/07/2016,1090000.0,S,h,3,1.0,2.0,2.0,275.0,,
1807,0702828,McGrath,3/09/2016,1365000.0,S,h,3,1.0,3.0,0.0,513.0,,
1808,0453204,Marshall,3/09/2016,1750000.0,S,h,3,2.0,3.0,2.0,692.0,313.0,1955.0
1809,0739773,Abercromby's,4/03/2017,580000.0,SP,u,2,1.0,2.0,1.0,934.0,68.0,2012.0
1810,0231351,Jellis,7/05/2016,2005000.0,PI,h,3,2.0,4.0,3.0,361.0,237.0,2014.0
1811,0335900,hockingstuart,7/11/2016,523000.0,SP,u,2,1.0,2.0,1.0,0.0,,1960.0
1812,0676060,Gary,10/09/2016,420000.0,VB,u,2,1.0,2.0,1.0,0.0,56.0,2012.0
1813,0856766,hockingstuart,10/12/2016,290000.0,VB,u,1,1.0,1.0,1.0,952.0,43.0,1970.0
1814,0988760,Gary,10/12/2016,608000.0,SP,u,2,1.0,2.0,1.0,0.0,,
1815,0215056,hockingstuart,12/11/2016,570000.0,S,u,2,1.0,2.0,1.0,0.0,67.0,
1816,0344949,Gary,13/08/2016,520500.0,S,u,2,1.0,2.0,1.0,0.0,,
1817,0657859,Gary,15/10/2016,1400000.0,SP,h,3,1.0,3.0,0.0,270.0,139.0,1910.0
1818,0964378,Gary,15/10/2016,2830000.0,S,h,4,2.0,4.0,2.0,723.0,,
1819,0719936,Castran,17/09/2016,722000.0,SP,u,2,2.0,2.0,2.0,0.0,,2011.0
1820,0738740,Gary,18/03/2017,450000.0,S,u,2,1.0,2.0,1.0,1092.0,63.0,2014.0
1821,0034398,Marshall,25/02/2017,1870000.0,S,h,3,2.0,3.0,1.0,339.0,,
1822,0561807,Castran,25/02/2017,622000.0,PI,u,2,2.0,2.0,1.0,934.0,,
1823,0618499,Gary,25/02/2017,536000.0,S,u,2,1.0,2.0,1.0,771.0,82.0,1960.0
1824,0105073,Marshall,25/02/2017,2625000.0,S,h,4,2.0,4.0,3.0,836.0,,1910.0
1825,0478193,Gary,28/05/2016,570000.0,S,u,2,1.0,2.0,2.0,0.0,,
1826,0302266,Gary,28/05/2016,550000.0,VB,u,2,1.0,2.0,1.0,0.0,67.0,2011.0
1827,0824022,Gary,28/08/2016,2170000.0,S,h,4,2.0,4.0,1.0,810.0,215.0,1915.0
1828,0125647,hockingstuart,3/09/2016,1577500.0,S,h,3,2.0,3.0,2.0,357.0,144.0,1935.0
1829,0561047,hockingstuart,3/12/2016,1460000.0,S,h,3,1.0,3.0,2.0,451.0,121.0,1960.0
1830,0176036,Gary,3/12/2016,275500.0,PI,u,1,1.0,1.0,1.0,0.0,44.0,1960.0
1831,0454060,hockingstuart,4/03/2017,1065000.0,S,h,2,1.0,2.0,1.0,273.0,114.0,1930.0
1832,0555882,Gary,7/05/2016,1470000.0,S,h,3,2.0,3.0,2.0,296.0,,1910.0
1833,0294040,Gary,7/05/2016,1012000.0,S,h,2,1.0,2.0,1.0,0.0,,
1834,0780586,Gary,7/11/2016,599000.0,S,u,3,1.0,3.0,1.0,88.0,100.0,
1835,0866341,Gary,8/10/2016,1160500.0,S,h,3,2.0,3.0,1.0,358.0,,1930.0
1836,0796076,hockingstuart,8/10/2016,650000.0,VB,u,2,1.0,2.0,1.0,100.0,,
1837,0930759,Biggin,8/10/2016,1170000.0,S,h,3,1.0,3.0,1.0,359.0,120.0,
1838,0174686,Gary,10/09/2016,1314000.0,S,h,3,1.0,3.0,2.0,339.0,,
1839,0117353,Gary,10/12/2016,1030000.0,VB,t,4,2.0,4.0,2.0,216.0,165.0,1995.0
1840,0859158,Biggin,12/11/2016,1225000.0,S,h,2,1.0,2.0,2.0,284.0,99.0,1940.0
1841,0612637,RT,13/08/2016,1450000.0,S,h,3,2.0,2.0,1.0,478.0,120.0,1925.0
1842,0513988,hockingstuart,14/05/2016,1774500.0,S,h,4,2.0,4.0,2.0,575.0,256.0,2008.0
1843,0645879,Ray,15/10/2016,525500.0,S,u,2,1.0,2.0,1.0,831.0,80.0,1970.0
1844,0343118,hockingstuart,16/04/2016,1960000.0,PI,h,4,3.0,5.0,4.0,708.0,,
1845,0628292,Gary,16/04/2016,825000.0,S,h,2,1.0,2.0,1.0,367.0,85.0,1930.0
1846,0299930,hockingstuart,16/04/2016,1262000.0,S,h,2,2.0,4.0,2.0,464.0,272.0,2016.0
1847,0805389,hockingstuart,16/07/2016,1110000.0,S,u,3,2.0,3.0,1.0,299.0,,
1848,0455275,Gary,19/11/2016,1410000.0,S,t,4,2.0,4.0,3.0,342.0,,2005.0
1849,0261025,hockingstuart,22/05/2016,1303500.0,S,h,3,1.0,3.0,2.0,699.0,,
1850,0055522,Gary,22/08/2016,1115000.0,S,h,2,1.0,2.0,1.0,402.0,,
1851,0902837,Buxton,24/09/2016,1340000.0,S,h,2,1.0,2.0,1.0,505.0,117.0,1940.0
1852,0366393,hockingstuart,25/02/2017,1200000.0,S,h,3,2.0,3.0,2.0,494.0,135.0,1920.0
1853,0498069,Matthew,25/02/2017,1570000.0,S,h,3,1.0,3.0,2.0,520.0,,
1854,0735003,Biggin,26/07/2016,1001000.0,S,h,2,2.0,2.0,1.0,255.0,85.0,1890.0
1855,0051792,Gary,26/07/2016,1330000.0,S,h,3,1.0,3.0,1.0,312.0,123.0,1926.0
1856,0050665,Gary,27/11/2016,290000.0,VB,u,1,1.0,1.0,1.0,0.0,,1970.0
1857,0461145,hockingstuart,28/05/2016,1570000.0,S,h,4,2.0,3.0,2.0,641.0,215.0,1970.0
1858,0705578,Biggin,28/05/2016,1916000.0,S,h,4,2.0,4.0,2.0,630.0,205.0,1910.0
1859,0321135,Ray,28/08/2016,500000.0,VB,u,2,1.0,2.0,1.0,90.0,,
1860,0811869,Buxton,3/09/2016,752000.0,S,t,3,2.0,3.0,1.0,182.0,,
1861,0950625,Jellis,3/12/2016,1507000.0,S,h,4,2.0,4.0,2.0,600.0,,
1862,0454689,Purplebricks,4/02/2016,890000.0,VB,h,4,3.0,4.0,2.0,288.0,158.0,2014.0
1863,0538711,Bekdon,4/06/2016,700000.0,S,u,3,2.0,2.0,1.0,224.0,94.0,2006.0
1864,0036981,Buxton,6/08/2016,1000000.0,S,h,3,1.0,3.0,2.0,606.0,,
1865,0585577,Buxton,7/11/2016,865000.0,S,t,3,2.0,3.0,2.0,277.0,143.0,2010.0
1866,0457069,Buxton,11/02/2017,1042500.0,S,t,4,3.0,4.0,2.0,209.0,160.0,2016.0
1867,0288976,Ray,13/08/2016,1002000.0,S,h,2,1.0,2.0,1.0,585.0,97.0,1950.0
1868,0862338,Gary,15/10/2016,992000.0,S,h,3,1.0,3.0,2.0,586.0,,
1869,0285341,hockingstuart,15/10/2016,650000.0,PI,h,3,2.0,3.0,2.0,160.0,101.0,2000.0
1870,0116456,Buxton,17/09/2016,965000.0,SP,t,4,3.0,4.0,2.0,273.0,182.0,2012.0
1871,0492625,LITTLE,17/09/2016,920000.0,PI,h,3,2.0,4.0,2.0,515.0,,
1872,0225363,Buxton,18/03/2017,1301000.0,S,h,3,1.0,3.0,2.0,620.0,88.0,1970.0
1873,0361774,hockingstuart,22/05/2016,1415500.0,S,h,4,2.0,3.0,1.0,1033.0,164.0,1950.0
1874,0977318,Buxton,24/09/2016,705000.0,S,h,2,1.0,2.0,1.0,842.0,,1972.0
1875,0211279,McGrath,25/02/2017,1260000.0,S,h,4,2.0,4.0,2.0,500.0,277.0,2001.0
1876,0946293,Buxton,27/11/2016,1460000.0,S,h,3,1.0,3.0,1.0,705.0,,
1877,0048493,Thomson,27/11/2016,1000000.0,SP,h,3,1.0,3.0,2.0,630.0,105.0,1960.0
1878,0516763,Buxton,28/05/2016,845000.0,S,t,3,2.0,3.0,1.0,177.0,111.0,2012.0
1879,0736930,Ray,28/08/2016,881000.0,S,t,4,2.0,3.0,1.0,188.0,137.0,2014.0
1880,0861889,Nelson,3/09/2016,1270000.0,S,h,3,2.0,3.0,0.0,187.0,,
1881,0299916,Harrington,4/06/2016,780000.0,S,h,2,1.0,2.0,1.0,155.0,85.0,1880.0
1882,0177541,Nelson,7/11/2016,1060000.0,S,h,3,1.0,3.0,0.0,193.0,98.0,1900.0
1883,0095956,Collins,7/11/2016,930000.0,S,t,3,2.0,3.0,1.0,124.0,116.0,2000.0
1884,0173869,Collins,8/10/2016,1420000.0,S,h,2,1.0,2.0,0.0,180.0,,
1885,0175062,Nelson,8/10/2016,1075000.0,S,h,2,1.0,2.0,1.0,174.0,85.0,1890.0
1886,0814442,Harrington,8/10/2016,1105000.0,S,h,2,1.0,2.0,1.0,185.0,84.0,1910.0
1887,0598853,Jellis,8/10/2016,1209000.0,S,h,2,1.0,2.0,1.0,140.0,97.0,1910.0
1888,0607667,Collins,10/09/2016,3010000.0,S,h,4,3.0,4.0,2.0,382.0,250.0,1903.0
1889,0063125,Nelson,10/09/2016,1435000.0,S,h,2,1.0,2.0,2.0,239.0,96.0,1900.0
1890,0204911,Nelson,10/12/2016,1417000.0,SP,h,2,1.0,2.0,0.0,197.0,,
1891,0703201,Jellis,10/12/2016,1290000.0,S,h,2,1.0,2.0,0.0,164.0,99.0,1890.0
1892,0582726,Nelson,12/11/2016,1226000.0,S,h,3,2.0,3.0,0.0,0.0,,
1893,0537107,iTRAK,13/08/2016,495000.0,S,u,2,1.0,2.0,1.0,515.0,50.0,1970.0
1894,0188619,Collins,13/08/2016,325000.0,VB,u,1,1.0,1.0,1.0,0.0,,
1895,0893288,Collins,13/08/2016,1370000.0,S,h,3,2.0,3.0,1.0,176.0,135.0,1890.0
1896,0567580,Nelson,15/10/2016,1620000.0,S,h,2,1.0,2.0,2.0,251.0,,
1897,0172771,Harrington,16/07/2016,1180000.0,SP,h,3,3.0,3.0,1.0,142.0,,1995.0
1898,0530285,Nelson,17/09/2016,1405000.0,S,h,2,1.0,2.0,0.0,219.0,,
1899,0167696,Nelson,18/03/2017,880000.0,VB,h,2,1.0,2.0,0.0,100.0,,
1900,0188998,Nelson,18/03/2017,1450000.0,VB,h,2,1.0,2.0,0.0,156.0,107.0,1890.0
1901,0858591,Nelson,18/03/2017,856000.0,S,h,2,1.0,2.0,0.0,170.0,,
1902,0673995,Collins,18/06/2016,885500.0,S,u,2,2.0,2.0,2.0,0.0,136.0,2005.0
1903,0157547,Nelson,19/11/2016,1680000.0,S,h,3,2.0,3.0,1.0,201.0,,
1904,0906637,Nelson,22/05/2016,730000.0,S,h,2,1.0,2.0,1.0,103.0,,
1905,0302455,Jellis,24/09/2016,825000.0,SP,t,3,3.0,3.0,1.0,67.0,119.0,2010.0
1906,0522742,Jellis,24/09/2016,533000.0,SP,u,2,1.0,2.0,1.0,0.0,,1970.0
1907,0207084,Collins,25/02/2017,1430000.0,S,h,2,1.0,2.0,0.0,151.0,,1910.0
1908,0828345,Nelson,25/02/2017,1506000.0,S,h,4,2.0,4.0,0.0,162.0,169.0,1995.0
1909,0496603,Nelson,26/07/2016,1150000.0,VB,h,3,1.0,3.0,1.0,169.0,,
1910,0242301,Nelson,27/06/2016,1360000.0,S,h,3,1.0,3.0,0.0,118.0,118.0,1880.0
1911,0517594,Miles,28/08/2016,640000.0,VB,t,2,1.0,2.0,1.0,0.0,,
1912,0177428,Brad,3/09/2016,850000.0,SP,h,2,1.0,2.0,1.0,371.0,93.0,1930.0
1913,0528421,Nelson,3/09/2016,784000.0,S,h,3,1.0,2.0,1.0,286.0,110.0,1890.0
1914,0236326,Nelson,3/12/2016,680000.0,S,h,3,1.0,3.0,0.0,702.0,108.0,1950.0
1915,0925382,Nelson,3/12/2016,1221000.0,S,h,4,1.0,4.0,2.0,596.0,,
1916,0611803,Nelson,3/12/2016,807000.0,S,t,2,2.0,2.0,1.0,0.0,176.0,2010.0
1917,0994172,Del,3/12/2016,790000.0,S,h,3,1.0,3.0,2.0,371.0,,
1918,0935279,Nelson,3/12/2016,955000.0,S,h,4,2.0,4.0,1.0,295.0,,
1919,0843337,Walshe,4/02/2016,675000.0,PI,h,3,1.0,3.0,2.0,142.0,123.0,2005.0
1920,0968473,Jellis,4/03/2017,1010000.0,S,h,3,2.0,3.0,1.0,278.0,278.0,
1921,0133515,Nelson,4/03/2017,1202000.0,S,h,3,2.0,3.0,2.0,423.0,140.0,1940.0
1922,0264269,Ray,4/03/2017,1370000.0,S,h,3,1.0,3.0,1.0,233.0,180.0,1890.0
1923,0597411,hockingstuart,4/03/2017,550000.0,S,h,2,1.0,2.0,1.0,0.0,,
1924,0148566,Jellis,4/03/2017,1000000.0,VB,h,3,2.0,3.0,3.0,370.0,110.0,1920.0
1925,0037577,Brad,4/03/2017,935500.0,S,h,3,1.0,3.0,2.0,386.0,,
1926,0819690,Peter,4/03/2017,2250000.0,PI,u,8,2.0,4.0,4.0,983.0,,
1927,0535740,Jellis,4/06/2016,145000.0,PI,h,4,1.0,3.0,1.0,536.0,164.0,1910.0
1928,0298764,LITTLE,4/06/2016,905000.0,S,h,4,2.0,3.0,1.0,439.0,,
1929,0798136,Peter,4/06/2016,860000.0,S,h,3,1.0,3.0,1.0,283.0,109.0,1915.0
1930,0485917,Jellis,6/08/2016,953000.0,S,h,2,1.0,2.0,1.0,170.0,101.0,1890.0
1931,0627452,Nelson,6/08/2016,735000.0,SP,h,2,1.0,2.0,1.0,280.0,93.0,1900.0
1932,0909357,Brace,7/05/2016,550000.0,PI,t,3,2.0,3.0,2.0,0.0,168.0,
1933,0183638,Nelson,7/05/2016,1100000.0,VB,h,3,1.0,3.0,1.0,576.0,,
1934,0624370,Brad,7/11/2016,947000.0,S,h,3,1.0,3.0,1.0,372.0,125.0,1920.0
1935,0388291,Jellis,7/11/2016,500000.0,SP,u,2,1.0,2.0,1.0,0.0,74.0,1970.0
1936,0033748,Nelson,7/11/2016,865000.0,S,t,3,2.0,3.0,2.0,263.0,,2008.0
1937,0970160,Nelson,8/10/2016,466000.0,S,u,2,1.0,2.0,1.0,0.0,62.0,1980.0
1938,0399311,Nelson,8/10/2016,740000.0,VB,t,3,2.0,3.0,1.0,255.0,164.0,2014.0
1939,0748979,Nicholson,8/10/2016,812000.0,S,h,3,1.0,3.0,1.0,370.0,130.0,1930.0
1940,0863811,Nicholson,8/10/2016,766000.0,S,h,3,1.0,3.0,0.0,378.0,124.0,1930.0
1941,0547921,Nicholson,8/10/2016,825000.0,S,h,3,1.0,2.0,1.0,374.0,118.0,1910.0
1942,0648417,Nelson,8/10/2016,1131000.0,S,h,4,2.0,4.0,2.0,494.0,300.0,2001.0
1943,0318373,Nelson,8/10/2016,1064000.0,SP,h,3,2.0,3.0,1.0,417.0,178.0,1940.0
1944,0699186,Ray,8/10/2016,610000.0,PI,t,2,2.0,2.0,1.0,114.0,,
1945,0933789,Nelson,10/09/2016,1210000.0,S,h,3,1.0,3.0,1.0,379.0,125.0,1925.0
1946,0228412,Nelson,10/09/2016,434000.0,S,u,2,1.0,2.0,1.0,0.0,80.0,1965.0
1947,0645894,Peter,10/09/2016,653000.0,SP,u,2,1.0,2.0,1.0,129.0,107.0,2012.0
1948,0077140,Nelson,10/12/2016,640000.0,S,t,3,1.0,3.0,2.0,119.0,109.0,1995.0
1949,0527697,Peter,10/12/2016,820000.0,S,h,2,1.0,2.0,1.0,597.0,,1960.0
1950,0020143,Jellis,10/12/2016,1250000.0,S,h,4,1.0,4.0,2.0,613.0,,
1951,0882090,Nelson,10/12/2016,1335000.0,S,h,5,3.0,5.0,2.0,390.0,,
1952,0058574,hockingstuart,10/12/2016,1900000.0,VB,h,6,2.0,6.0,2.0,1060.0,,
1953,0496235,ASL,12/11/2016,1090000.0,S,h,3,1.0,3.0,1.0,464.0,,
1954,0799801,Re,12/11/2016,1130000.0,SP,h,3,1.0,3.0,2.0,735.0,127.0,1920.0
1955,0433813,Nelson,12/11/2016,1145000.0,S,h,4,2.0,4.0,2.0,480.0,,
1956,0647796,Nelson,13/08/2016,657000.0,SP,t,2,1.0,2.0,2.0,138.0,,
1957,0528003,Woodards,14/05/2016,763000.0,S,h,3,2.0,3.0,1.0,107.0,110.0,1994.0
1958,0020015,Nelson,15/10/2016,903000.0,S,h,2,1.0,2.0,1.0,253.0,94.0,1910.0
1959,0910193,Nelson,15/10/2016,1000000.0,S,h,3,1.0,3.0,1.0,431.0,117.0,1970.0
1960,0476516,Nelson,15/10/2016,1742000.0,SP,h,4,2.0,3.0,4.0,482.0,256.0,2006.0
1961,0410291,Brad,16/04/2016,865000.0,S,h,4,1.0,4.0,1.0,452.0,125.0,1925.0
1962,0257681,Nelson,16/04/2016,485000.0,VB,u,2,2.0,2.0,1.0,0.0,96.0,1880.0
1963,0074596,Peter,16/07/2016,1278000.0,S,h,3,2.0,3.0,3.0,405.0,156.0,1930.0
1964,0095917,Ray,17/09/2016,590000.0,VB,t,3,2.0,3.0,2.0,0.0,109.0,2013.0
1965,0157602,Peter,17/09/2016,1000000.0,SP,h,4,2.0,4.0,1.0,381.0,,1938.0
1966,0218994,Brace,17/09/2016,590000.0,PI,t,3,2.0,3.0,2.0,0.0,168.0,
1967,0973830,Considine,17/09/2016,1030000.0,S,h,3,1.0,3.0,1.0,404.0,,
1968,0751424,Ray,18/03/2017,1136000.0,S,h,4,3.0,4.0,1.0,420.0,146.0,1920.0
1969,0083927,Ray,18/03/2017,635000.0,S,t,2,1.0,2.0,1.0,97.0,95.0,2014.0
1970,0710028,Brad,18/03/2017,1061000.0,S,h,3,1.0,3.0,1.0,527.0,,
1971,0657640,Nelson,18/03/2017,1155000.0,S,h,4,1.0,4.0,2.0,370.0,,
1972,0349505,RT,18/06/2016,650000.0,PI,h,4,2.0,3.0,2.0,312.0,,
1973,0692911,Nelson,18/06/2016,1286000.0,S,h,3,2.0,3.0,2.0,435.0,,
1974,0661233,Nelson,18/06/2016,885000.0,S,h,3,1.0,3.0,2.0,255.0,,1920.0
1975,0277446,Jellis,18/06/2016,1160000.0,PI,h,4,2.0,4.0,5.0,371.0,,1888.0
1976,0427518,RE,18/06/2016,1400000.0,S,h,4,1.0,4.0,1.0,856.0,189.0,1970.0
1977,0041775,Raine,18/06/2016,470000.0,SP,u,2,2.0,2.0,1.0,0.0,,
1978,0239716,Jellis,19/11/2016,1260000.0,S,h,3,2.0,3.0,0.0,407.0,230.0,1930.0
1979,0778542,Jellis,19/11/2016,920000.0,SP,h,2,1.0,2.0,0.0,157.0,,
1980,0635575,Re,19/11/2016,841000.0,S,h,3,1.0,3.0,3.0,385.0,98.0,1920.0
1981,0711225,Nelson,19/11/2016,537500.0,S,u,2,1.0,2.0,1.0,0.0,73.0,1975.0
1982,0466811,Brad,22/08/2016,1130000.0,S,h,2,1.0,2.0,2.0,520.0,,
1983,0715831,Nelson,22/08/2016,598000.0,S,t,2,1.0,2.0,1.0,108.0,100.0,2007.0
1984,0228738,Raine,22/08/2016,1120000.0,S,h,3,2.0,3.0,1.0,293.0,180.0,2006.0
1985,0335775,Nelson,22/08/2016,870000.0,S,h,3,1.0,3.0,1.0,371.0,100.0,1980.0
1986,0674656,Raine,23/04/2016,680000.0,PI,h,3,1.0,2.0,2.0,462.0,72.0,1920.0
1987,0813943,Raine,23/04/2016,482500.0,S,h,1,1.0,1.0,1.0,108.0,,
1988,0562238,Ray,23/04/2016,825000.0,S,h,3,1.0,3.0,2.0,577.0,131.0,1920.0
1989,0048297,Brad,23/04/2016,725000.0,S,h,3,1.0,3.0,0.0,238.0,131.0,1900.0
1990,0921944,Nelson,23/04/2016,1250000.0,VB,h,4,3.0,4.0,1.0,515.0,249.0,1900.0
1991,0302870,Jellis,24/09/2016,1008000.0,S,h,2,1.0,2.0,3.0,457.0,89.0,1940.0
1992,0185743,Ray,24/09/2016,599000.0,S,t,2,2.0,2.0,1.0,76.0,,
1993,0499373,Nelson,24/09/2016,860000.0,S,h,2,1.0,2.0,1.0,483.0,,
1994,0268436,Grantham,24/09/2016,990000.0,SP,h,4,1.0,4.0,1.0,488.0,142.0,1930.0
1995,0804437,RT,24/09/2016,451000.0,S,u,2,1.0,2.0,1.0,0.0,72.0,1970.0
1996,0647499,Brad,25/02/2017,635000.0,S,h,2,2.0,2.0,3.0,339.0,149.0,1920.0
1997,0622048,Raine,25/02/2017,1020000.0,PI,h,5,2.0,5.0,4.0,381.0,286.0,1985.0
1998,0138155,Nelson,25/02/2017,967000.0,S,h,3,1.0,3.0,1.0,169.0,,
1999,0925461,Jellis,25/02/2017,1025000.0,VB,h,3,1.0,3.0,3.0,336.0,112.0,1950.0
2000,0789445,Brad,25/02/2017,700000.0,SP,h,3,1.0,3.0,1.0,138.0,102.0,2000.0
2001,0525679,Nelson,25/02/2017,1130000.0,S,h,3,1.0,3.0,3.0,206.0,80.0,1945.0
2002,0964569,Peter,25/02/2017,835000.0,SA,h,3,1.0,3.0,2.0,385.0,,
2003,0351638,Hodges,25/02/2017,1075000.0,S,h,4,1.0,4.0,4.0,531.0,187.0,1925.0
2004,0964330,Brad,25/02/2017,845000.0,S,h,3,1.0,3.0,1.0,221.0,,1980.0
2005,0698854,Brad,25/02/2017,600000.0,S,t,3,1.0,3.0,1.0,102.0,95.0,1976.0
2006,0108995,Jellis,25/02/2017,1461000.0,S,h,4,2.0,4.0,2.0,571.0,,
2007,0559373,Peter,26/07/2016,1150000.0,PI,h,4,2.0,4.0,2.0,43.0,205.0,1930.0
2008,0202276,Ray,27/06/2016,515000.0,S,u,2,1.0,2.0,2.0,0.0,70.0,1970.0
2009,0839798,Raine,27/06/2016,770000.0,PI,h,3,1.0,4.0,2.0,408.0,,1970.0
2010,0492112,Nelson,27/06/2016,472000.0,S,h,2,1.0,2.0,1.0,500.0,69.0,1975.0
2011,0864704,Peter,27/06/2016,901000.0,S,h,2,1.0,2.0,1.0,545.0,107.0,1940.0
2012,0536614,Nelson,27/06/2016,642000.0,S,h,2,1.0,2.0,0.0,167.0,,
2013,0567326,Jellis,27/06/2016,605000.0,S,h,2,1.0,2.0,1.0,0.0,13.0,1969.0
2014,0309281,Nelson,27/11/2016,687000.0,S,t,3,1.0,3.0,1.0,116.0,140.0,1995.0
2015,0352773,Re,27/11/2016,975000.0,PI,h,4,2.0,4.0,2.0,307.0,203.0,1996.0
2016,0884084,Jellis,27/11/2016,985000.0,S,h,3,1.0,3.0,1.0,309.0,,1880.0
2017,0438750,hockingstuart,27/11/2016,835000.0,S,h,3,1.0,3.0,1.0,459.0,,
2018,0363618,Nelson,27/11/2016,951000.0,SP,h,3,2.0,3.0,0.0,342.0,,
2019,0690920,Nelson,28/05/2016,1370000.0,S,h,3,1.0,3.0,1.0,563.0,130.0,1930.0
2020,0653566,Nelson,28/05/2016,700000.0,VB,h,2,1.0,2.0,2.0,381.0,92.0,1925.0
2021,0150454,Nelson,28/05/2016,810000.0,S,t,3,2.0,3.0,1.0,213.0,131.0,2010.0
2022,0023638,Raine,28/05/2016,445000.0,SP,u,2,1.0,2.0,1.0,0.0,,2007.0
2023,0664771,Jellis,28/05/2016,838000.0,S,h,4,1.0,4.0,1.0,576.0,147.0,1960.0
2024,0172825,Nelson,28/05/2016,810000.0,S,h,2,1.0,2.0,1.0,370.0,,
2025,0476023,Nelson,28/05/2016,1150000.0,PI,h,4,1.0,4.0,2.0,633.0,164.0,1990.0
2026,0917137,Brad,28/05/2016,931000.0,SP,h,4,1.0,3.0,1.0,412.0,160.0,1920.0
